,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,month_year_creation
461,aSjOGDAwYMl8+cWa8kJGx5Vznsn00ukJ2FrNgxuSHGM=,aSjOGDAwYMl8+cWa8kJGx5Vznsn00ukJ2FrNgxuSHGM=,aSjOGDAwYMl8+cWa8kJGx5Vznsn00ukJ2FrNgxuSHGM=,,,,23,41,2020-01-08,en,January 2020
462,UBZHgl3iFaAdwGNyBxNCopSX+zoSPo488zZSwP+zzNs=,UBZHgl3iFaAdwGNyBxNCopSX+zoSPo488zZSwP+zzNs=,UBZHgl3iFaAdwGNyBxNCopSX+zoSPo488zZSwP+zzNs=,,,,1,32,2020-01-14,th,January 2020
463,BnXZ7upOLbLlBJyyS5d3G2CDFKuLjkpqgbkc9BLPA=,BnXZ7upOLbLlBJyyS5d3G2CDFKuLjkpqgbkc9BLPA=,BnXZ7upOLbLlBJyyS5d3G2CDFKuLjkpqgbkc9BLPA=,,,,0,0,2020-01-14,en,January 2020
464,1BuqfF5H28f+BcR5h6rv3wIamNK736MH6+YpYPYTk=,1BuqfF5H28f+BcR5h6rv3wIamNK736MH6+YpYPYTk=,1BuqfF5H28f+BcR5h6rv3wIamNK736MH6+YpYPYTk=,,,,0,2,2020-02-22,th,February 2020
465,OrCe161fSp5ljAKABAjWsbgwSwwxf38Ua3IYo4i9g=,OrCe161fSp5ljAKABAjWsbgwSwwxf38Ua3IYo4i9g=,OrCe161fSp5ljAKABAjWsbgwSwwxf38Ua3IYo4i9g=,,,,0,4,2019-12-07,en,December 2019
466,ZczSdkafT15FHhVyQ8iQAYmugCtFwsLU63fNvzovD94=,ZczSdkafT15FHhVyQ8iQAYmugCtFwsLU63fNvzovD94=,ZczSdkafT15FHhVyQ8iQAYmugCtFwsLU63fNvzovD94=,,,,21,158,2020-01-14,en,January 2020
467,UgenyFYgf3xULAHP6pD5i077li8NgodBAoZYVo6P8=,UgenyFYgf3xULAHP6pD5i077li8NgodBAoZYVo6P8=,UgenyFYgf3xULAHP6pD5i077li8NgodBAoZYVo6P8=,,,,0,1,2020-01-09,en,January 2020
468,LYJh4dSgTzB6oQrvkKnas5qB0gxsaVXPVBzn2RAUx28=,LYJh4dSgTzB6oQrvkKnas5qB0gxsaVXPVBzn2RAUx28=,LYJh4dSgTzB6oQrvkKnas5qB0gxsaVXPVBzn2RAUx28=,,,,0,22,2020-01-14,th,January 2020
469,5dn19xTo3EIL7YewfSM0wHkCdyfdKahJgxxtFghLU=,5dn19xTo3EIL7YewfSM0wHkCdyfdKahJgxxtFghLU=,5dn19xTo3EIL7YewfSM0wHkCdyfdKahJgxxtFghLU=,,SAD,,0,1,2020-02-21,en,February 2020
470,mOT7pR0fFdzGjuJ6XaY16RCHfKUMzeTBB7UnkEhO5PQ=,mOT7pR0fFdzGjuJ6XaY16RCHfKUMzeTBB7UnkEhO5PQ=,mOT7pR0fFdzGjuJ6XaY16RCHfKUMzeTBB7UnkEhO5PQ=,,,,0,10,2020-01-13,th,January 2020
471,JaamBVCzMx98kWgMnUa1sOQa0SA5EgxagaSPgP1idk=,JaamBVCzMx98kWgMnUa1sOQa0SA5EgxagaSPgP1idk=,JaamBVCzMx98kWgMnUa1sOQa0SA5EgxagaSPgP1idk=,ประเทศไทย,อย่าเสือก,,1,14,2019-12-12,th,December 2019
472,Xa2fg2s8RT30ET0sb2OYcNbMv4vGkNZAQ0eGrKopaJs=,Xa2fg2s8RT30ET0sb2OYcNbMv4vGkNZAQ0eGrKopaJs=,Xa2fg2s8RT30ET0sb2OYcNbMv4vGkNZAQ0eGrKopaJs=,,,,0,0,2019-12-07,en,December 2019
473,AiZZKLXpa08GOuSXg2w9NwdNnp4zi7JUAISDZwVkvrw=,AiZZKLXpa08GOuSXg2w9NwdNnp4zi7JUAISDZwVkvrw=,AiZZKLXpa08GOuSXg2w9NwdNnp4zi7JUAISDZwVkvrw=,,,,0,0,2019-12-09,en,December 2019
474,q4ifFj4gOppKRCk1fkmxyG7Tcs7qKpMIZgeZECpbZv0=,q4ifFj4gOppKRCk1fkmxyG7Tcs7qKpMIZgeZECpbZv0=,q4ifFj4gOppKRCk1fkmxyG7Tcs7qKpMIZgeZECpbZv0=,,,,0,0,2019-12-08,en,December 2019
475,jleJIuwWFqnfp72wBb7KtQpj4Ag6Y7fInL9d16DoUE=,jleJIuwWFqnfp72wBb7KtQpj4Ag6Y7fInL9d16DoUE=,jleJIuwWFqnfp72wBb7KtQpj4Ag6Y7fInL9d16DoUE=,,,,0,3,2018-09-28,en,September 2018
476,MEMDDcBuNlTytA6QDbx+R2qBLvJW9HflcVOZ832pans=,MEMDDcBuNlTytA6QDbx+R2qBLvJW9HflcVOZ832pans=,MEMDDcBuNlTytA6QDbx+R2qBLvJW9HflcVOZ832pans=,,,,0,7,2020-01-28,th,January 2020
477,qMKz2T1uAfotbcCzDYXBx3bhVt+XRCD2fAI7ty2c3co=,qMKz2T1uAfotbcCzDYXBx3bhVt+XRCD2fAI7ty2c3co=,qMKz2T1uAfotbcCzDYXBx3bhVt+XRCD2fAI7ty2c3co=,,,,2,28,2017-09-12,th,September 2017
478,RuV5dBIiMIqHV17fo+4CsVUxLaCj3phvuR5b9uY6kZw=,RuV5dBIiMIqHV17fo+4CsVUxLaCj3phvuR5b9uY6kZw=,RuV5dBIiMIqHV17fo+4CsVUxLaCj3phvuR5b9uY6kZw=,,อย่ากวนตรีนนนน,,0,5,2019-12-07,en,December 2019
479,istQdXVVpZ0tZQgOVkPNjjDZhuDf1CilFv8FJvrdY=,istQdXVVpZ0tZQgOVkPNjjDZhuDf1CilFv8FJvrdY=,istQdXVVpZ0tZQgOVkPNjjDZhuDf1CilFv8FJvrdY=,,,,0,1,2020-02-03,en,February 2020
480,AF+KJJzkrDk4rvAoeBjaELiuKbQOF83xYBxHzLPg8=,AF+KJJzkrDk4rvAoeBjaELiuKbQOF83xYBxHzLPg8=,AF+KJJzkrDk4rvAoeBjaELiuKbQOF83xYBxHzLPg8=,,007,,0,30,2019-10-03,th,October 2019
481,H+n+QjXpKLgAYsEarLW3d5PBw0G1MoExV7t98+OLU=,H+n+QjXpKLgAYsEarLW3d5PBw0G1MoExV7t98+OLU=,H+n+QjXpKLgAYsEarLW3d5PBw0G1MoExV7t98+OLU=,,,,0,0,2019-12-07,en,December 2019
482,1M2dnbIGZIVk8o+ZyaTuEyzZvecopi39LEctYzaGzYc=,1M2dnbIGZIVk8o+ZyaTuEyzZvecopi39LEctYzaGzYc=,1M2dnbIGZIVk8o+ZyaTuEyzZvecopi39LEctYzaGzYc=,,,,0,0,2020-01-21,th,January 2020
483,6J7klI64VxFpUUHAY+lbKDP2ADYZjVU9da2+5DXqFsM=,6J7klI64VxFpUUHAY+lbKDP2ADYZjVU9da2+5DXqFsM=,6J7klI64VxFpUUHAY+lbKDP2ADYZjVU9da2+5DXqFsM=,,,,0,1,2020-01-09,en,January 2020
484,MZ94DZ+wzf9obp39ytuv9Q+9j2r2aFNxihXXchx9mQ=,MZ94DZ+wzf9obp39ytuv9Q+9j2r2aFNxihXXchx9mQ=,MZ94DZ+wzf9obp39ytuv9Q+9j2r2aFNxihXXchx9mQ=,,,,0,0,2019-12-06,en,December 2019
485,l3vqZKfg1d5f7NHoWm81dbIZ2qNmImtXvELGTYZQTPg=,l3vqZKfg1d5f7NHoWm81dbIZ2qNmImtXvELGTYZQTPg=,l3vqZKfg1d5f7NHoWm81dbIZ2qNmImtXvELGTYZQTPg=,,,,0,0,2019-12-16,en,December 2019
486,NtM3Xy9egLX471jR16EplB34Nwlt45DsLjEvrJOhEm4=,NtM3Xy9egLX471jR16EplB34Nwlt45DsLjEvrJOhEm4=,NtM3Xy9egLX471jR16EplB34Nwlt45DsLjEvrJOhEm4=,,,,0,8,2019-12-03,en,December 2019
487,VTybUSgAaCOi+EnEcmjyoWqnkrgPwz8n15y2BrcmMdc=,VTybUSgAaCOi+EnEcmjyoWqnkrgPwz8n15y2BrcmMdc=,VTybUSgAaCOi+EnEcmjyoWqnkrgPwz8n15y2BrcmMdc=,Texas USA,,,2,29,2019-12-06,en,December 2019
488,HTv1GeiUcxb5GgXapdxN5yy2IuDdOIJSdiR+RBUVi4=,HTv1GeiUcxb5GgXapdxN5yy2IuDdOIJSdiR+RBUVi4=,HTv1GeiUcxb5GgXapdxN5yy2IuDdOIJSdiR+RBUVi4=,,,,0,26,2019-12-06,th,December 2019
489,2ED7dVzSXzrW4kQVXEAYG6+ca3B0GsqJFFq8ci70Y2g=,2ED7dVzSXzrW4kQVXEAYG6+ca3B0GsqJFFq8ci70Y2g=,2ED7dVzSXzrW4kQVXEAYG6+ca3B0GsqJFFq8ci70Y2g=,,,,0,3,2020-01-09,en,January 2020
490,zDYz0xLlDkMeE99SWphLV+Iv1rwwNCvsqo0aLc4VYs=,zDYz0xLlDkMeE99SWphLV+Iv1rwwNCvsqo0aLc4VYs=,zDYz0xLlDkMeE99SWphLV+Iv1rwwNCvsqo0aLc4VYs=,,ชอบลิเวอร์พูล,,7,59,2020-01-09,th,January 2020
491,bKxo907jcT5kr8iyAG5F7fEPgH10zDKAD3IpIKopyw=,bKxo907jcT5kr8iyAG5F7fEPgH10zDKAD3IpIKopyw=,bKxo907jcT5kr8iyAG5F7fEPgH10zDKAD3IpIKopyw=,,,,0,0,2019-12-23,en,December 2019
492,FXUpBXIxE0so26V6sUak5eZPiFCFxh9FbtWysTF3I0o=,FXUpBXIxE0so26V6sUak5eZPiFCFxh9FbtWysTF3I0o=,FXUpBXIxE0so26V6sUak5eZPiFCFxh9FbtWysTF3I0o=,,,,1,2,2019-11-25,en,November 2019
493,5D5m7kUmuyEs+yq6qxazy5gz2evjQ40wJQRnfTP4Ayk=,5D5m7kUmuyEs+yq6qxazy5gz2evjQ40wJQRnfTP4Ayk=,5D5m7kUmuyEs+yq6qxazy5gz2evjQ40wJQRnfTP4Ayk=,,,,3,9,2019-12-06,en,December 2019
494,16ITCf67TdMkdyI+OBxbkxI14sApbQw1yYyaVrGE3Y=,16ITCf67TdMkdyI+OBxbkxI14sApbQw1yYyaVrGE3Y=,16ITCf67TdMkdyI+OBxbkxI14sApbQw1yYyaVrGE3Y=,,.....No. messager.,,1,37,2019-12-12,th,December 2019
495,GWASzSSfv9B1yN9Ao6rg1rvokWbsg2JKzb+ByPeDP8k=,GWASzSSfv9B1yN9Ao6rg1rvokWbsg2JKzb+ByPeDP8k=,GWASzSSfv9B1yN9Ao6rg1rvokWbsg2JKzb+ByPeDP8k=,,,,2,34,2020-01-02,en,January 2020
496,R+XNHZdTMlXHkkyfxYdhepY21JDcjhhfihRYnltks=,R+XNHZdTMlXHkkyfxYdhepY21JDcjhhfihRYnltks=,R+XNHZdTMlXHkkyfxYdhepY21JDcjhhfihRYnltks=,,love love,,0,7,2020-01-04,en,January 2020
497,D4U0PGIK9sdDSps3xO2yF7xOt0dmCTNaCWLszXSo=,D4U0PGIK9sdDSps3xO2yF7xOt0dmCTNaCWLszXSo=,D4U0PGIK9sdDSps3xO2yF7xOt0dmCTNaCWLszXSo=,,,,0,13,2020-02-21,en,February 2020
498,YkIQX6Z13ziK6Fl0mvC1VYXwk+4pq+2yhYmUxq9pnpo=,YkIQX6Z13ziK6Fl0mvC1VYXwk+4pq+2yhYmUxq9pnpo=,YkIQX6Z13ziK6Fl0mvC1VYXwk+4pq+2yhYmUxq9pnpo=,,,,0,22,2014-05-27,th,May 2014
499,yxXsyp1DeGawdE6dxnYzWVx2m3g0r7V+eBSoCX4d35E=,yxXsyp1DeGawdE6dxnYzWVx2m3g0r7V+eBSoCX4d35E=,yxXsyp1DeGawdE6dxnYzWVx2m3g0r7V+eBSoCX4d35E=,,,,21,61,2020-01-08,en,January 2020
500,ON+ZNAaKHfSVZY348X3r+D5COdVJ94fpb3086497ktc=,ON+ZNAaKHfSVZY348X3r+D5COdVJ94fpb3086497ktc=,ON+ZNAaKHfSVZY348X3r+D5COdVJ94fpb3086497ktc=,,,,0,1,2020-01-09,en,January 2020
501,bL5v+yM716UonphTgydS17sWyGEebAI8l93iIuPB1JI=,bL5v+yM716UonphTgydS17sWyGEebAI8l93iIuPB1JI=,bL5v+yM716UonphTgydS17sWyGEebAI8l93iIuPB1JI=,,ผัวไม่มีหาอยู่,,2,1,2019-12-06,en,December 2019
502,rfxIPW1V5Rg7QwxxMY+yjXxXGiuIKdy1SF3uIUi0RuE=,rfxIPW1V5Rg7QwxxMY+yjXxXGiuIKdy1SF3uIUi0RuE=,rfxIPW1V5Rg7QwxxMY+yjXxXGiuIKdy1SF3uIUi0RuE=,,,,0,0,2020-02-16,en,February 2020
503,w2SKfvLmiLpSmd5morwk+50cpE8NXZIpsMVm4KPA8=,w2SKfvLmiLpSmd5morwk+50cpE8NXZIpsMVm4KPA8=,w2SKfvLmiLpSmd5morwk+50cpE8NXZIpsMVm4KPA8=,,ดูหนัง ละคร และนอนเป็นกิจวัตร,,0,1,2019-12-07,en,December 2019
504,xWqXb+8YyTcy8sQDspHhkPHDpaSMqVfOitrckjgg40=,xWqXb+8YyTcy8sQDspHhkPHDpaSMqVfOitrckjgg40=,xWqXb+8YyTcy8sQDspHhkPHDpaSMqVfOitrckjgg40=,,,,1,11,2020-02-19,th,February 2020
505,UBQOPCexawDHBkUzha2Wk9Pp2D53UUr8X4hdikguv0=,UBQOPCexawDHBkUzha2Wk9Pp2D53UUr8X4hdikguv0=,UBQOPCexawDHBkUzha2Wk9Pp2D53UUr8X4hdikguv0=,,...,,0,7,2020-02-21,en,February 2020
506,9DXPYigaViKdRlXiTPGUy4qeLMNYCam0250tuGJE70=,9DXPYigaViKdRlXiTPGUy4qeLMNYCam0250tuGJE70=,9DXPYigaViKdRlXiTPGUy4qeLMNYCam0250tuGJE70=,,,,0,14,2019-11-06,en,November 2019
507,Ai5wLom3hnrzPCsdtCB2wgoPS6HTcKF+fIPDtmooWoU=,Ai5wLom3hnrzPCsdtCB2wgoPS6HTcKF+fIPDtmooWoU=,Ai5wLom3hnrzPCsdtCB2wgoPS6HTcKF+fIPDtmooWoU=,,-,,0,4,2020-02-20,en,February 2020
508,Xfe+yQ+mk7xEadYL83Kdjr05mdI9A0xV6BRVgWvzI=,Xfe+yQ+mk7xEadYL83Kdjr05mdI9A0xV6BRVgWvzI=,Xfe+yQ+mk7xEadYL83Kdjr05mdI9A0xV6BRVgWvzI=,,,,0,0,2019-12-08,en,December 2019
509,PzfckoOPVnDhH4vuf1PlB6UFcWudpVII4X52elEUfs=,PzfckoOPVnDhH4vuf1PlB6UFcWudpVII4X52elEUfs=,PzfckoOPVnDhH4vuf1PlB6UFcWudpVII4X52elEUfs=,,,,0,1,2020-01-09,en,January 2020
510,bt2GoGJnNjcVtTeqVe+S+xy+DInSFNmxstcC5a3hJw=,bt2GoGJnNjcVtTeqVe+S+xy+DInSFNmxstcC5a3hJw=,bt2GoGJnNjcVtTeqVe+S+xy+DInSFNmxstcC5a3hJw=,,,,0,1,2020-01-14,en,January 2020
511,AaSzbRaDDiPVXlDMGr5sIAwHkXcotOSIgWL5fiXXIo=,AaSzbRaDDiPVXlDMGr5sIAwHkXcotOSIgWL5fiXXIo=,AaSzbRaDDiPVXlDMGr5sIAwHkXcotOSIgWL5fiXXIo=,,,,0,1,2019-12-07,en,December 2019
512,f07o9+701FoUZFswufHalXetPTKjMJOKi8ny1SxdEc=,f07o9+701FoUZFswufHalXetPTKjMJOKi8ny1SxdEc=,f07o9+701FoUZFswufHalXetPTKjMJOKi8ny1SxdEc=,,,,0,31,2020-01-14,en,January 2020
513,R7UKdrNGsObJ29AXvnmsiFMlFt7opEZtIYEFEPZgUms=,R7UKdrNGsObJ29AXvnmsiFMlFt7opEZtIYEFEPZgUms=,R7UKdrNGsObJ29AXvnmsiFMlFt7opEZtIYEFEPZgUms=,,,,0,2,2019-12-08,en,December 2019
514,ZQdiLmZFLhxK7uBjq6P5KAW5o40DnXlRSm78uiyBoik=,ZQdiLmZFLhxK7uBjq6P5KAW5o40DnXlRSm78uiyBoik=,ZQdiLmZFLhxK7uBjq6P5KAW5o40DnXlRSm78uiyBoik=,,,,0,22,2019-12-08,en,December 2019
515,Vtg0QOpD4dVdmQFt+eNZgXFR8+YNhlVN+Vp0G1lfeh0=,Vtg0QOpD4dVdmQFt+eNZgXFR8+YNhlVN+Vp0G1lfeh0=,Vtg0QOpD4dVdmQFt+eNZgXFR8+YNhlVN+Vp0G1lfeh0=,,,,0,0,2019-12-13,en,December 2019
516,CUYcUXkJS5r5RCfmxTmWySvHQ+eB+XVqF9Bu7EQjMs=,CUYcUXkJS5r5RCfmxTmWySvHQ+eB+XVqF9Bu7EQjMs=,CUYcUXkJS5r5RCfmxTmWySvHQ+eB+XVqF9Bu7EQjMs=,,yee haa,,0,10,2020-01-14,en,January 2020
517,S97egi8rAnlno35oX7k7+qtgGLG6Y9XctxSk+E75KM=,S97egi8rAnlno35oX7k7+qtgGLG6Y9XctxSk+E75KM=,S97egi8rAnlno35oX7k7+qtgGLG6Y9XctxSk+E75KM=,,,,4,7,2019-12-06,en,December 2019
518,LFJVWBW4XfollaM2CHyVBzC0NjRT4HVL1KO9wX0iaeA=,LFJVWBW4XfollaM2CHyVBzC0NjRT4HVL1KO9wX0iaeA=,LFJVWBW4XfollaM2CHyVBzC0NjRT4HVL1KO9wX0iaeA=,,,,0,1,2020-01-13,en,January 2020
519,itd85haw767rVOZfhzyM839g9rnjqnGCRqrqgzoG+Qg=,itd85haw767rVOZfhzyM839g9rnjqnGCRqrqgzoG+Qg=,itd85haw767rVOZfhzyM839g9rnjqnGCRqrqgzoG+Qg=,,,,0,0,2020-01-23,en,January 2020
520,aqPCxgx2Codb9kIgoYS8YXSbAGEC41rje+MQAipHw=,aqPCxgx2Codb9kIgoYS8YXSbAGEC41rje+MQAipHw=,aqPCxgx2Codb9kIgoYS8YXSbAGEC41rje+MQAipHw=,,,,1,4,2019-12-09,th,December 2019
521,ouSrpV+zLst1Bo1gDMFNMVo+UF94m9Rb8jA7GgKmQyM=,ouSrpV+zLst1Bo1gDMFNMVo+UF94m9Rb8jA7GgKmQyM=,ouSrpV+zLst1Bo1gDMFNMVo+UF94m9Rb8jA7GgKmQyM=,,,,1,41,2020-01-03,th,January 2020
522,v5BCpRu8MFFvSUpLgqsFgVUTlu0Z9C4uwSjxqLSEho=,v5BCpRu8MFFvSUpLgqsFgVUTlu0Z9C4uwSjxqLSEho=,v5BCpRu8MFFvSUpLgqsFgVUTlu0Z9C4uwSjxqLSEho=,,เที่ยว,,0,17,2020-01-23,en,January 2020
523,77PswxT3JAquBXV3XWFMsdTwL26eIJrLyk++jXXo4lQ=,77PswxT3JAquBXV3XWFMsdTwL26eIJrLyk++jXXo4lQ=,77PswxT3JAquBXV3XWFMsdTwL26eIJrLyk++jXXo4lQ=,,,,0,2,2020-01-14,en,January 2020
524,e5Bk+J2CFppYIswGtUWXlyN2VmezdWZwMZm2YSTdNjs=,e5Bk+J2CFppYIswGtUWXlyN2VmezdWZwMZm2YSTdNjs=,e5Bk+J2CFppYIswGtUWXlyN2VmezdWZwMZm2YSTdNjs=,,,,3,24,2019-11-21,th,November 2019
525,Xwi9ucGtiOyzdIm7BbCqsg7wVla8etVqhDBUQ7Db8M=,Xwi9ucGtiOyzdIm7BbCqsg7wVla8etVqhDBUQ7Db8M=,Xwi9ucGtiOyzdIm7BbCqsg7wVla8etVqhDBUQ7Db8M=,,,,0,1,2020-01-09,th,January 2020
526,tegis31X95Qs+f8jyWLkZxsTTfdsUeKUyOtwPlwBNOk=,tegis31X95Qs+f8jyWLkZxsTTfdsUeKUyOtwPlwBNOk=,tegis31X95Qs+f8jyWLkZxsTTfdsUeKUyOtwPlwBNOk=,,มันเป็นอดีตไปแล้ว,,1,29,2020-01-21,en,January 2020
527,ZvRUm7WNz8CDKY3GQvE3X7FXwMHAv34qJ353Tf3aBA=,ZvRUm7WNz8CDKY3GQvE3X7FXwMHAv34qJ353Tf3aBA=,ZvRUm7WNz8CDKY3GQvE3X7FXwMHAv34qJ353Tf3aBA=,ผู้นำแห่งศาตร์มืด,สิริเสอลีน,,17,28,2019-12-07,en,December 2019
528,QfWHsha6cz3cl0ZRQA1jMen2yPRTH65p75U7nB8Ccc=,QfWHsha6cz3cl0ZRQA1jMen2yPRTH65p75U7nB8Ccc=,QfWHsha6cz3cl0ZRQA1jMen2yPRTH65p75U7nB8Ccc=,,,,15,56,2019-12-09,en,December 2019
529,SThUEakNWtZZkQU5CuO7PRLeQdLmBQV7jbdPSyi0i+U=,SThUEakNWtZZkQU5CuO7PRLeQdLmBQV7jbdPSyi0i+U=,SThUEakNWtZZkQU5CuO7PRLeQdLmBQV7jbdPSyi0i+U=,,,,0,0,2020-01-14,en,January 2020
530,hcOE2sGSN6uE9io+AM1xTVP0uAjlcjKAnuJTYZ8Rhus=,hcOE2sGSN6uE9io+AM1xTVP0uAjlcjKAnuJTYZ8Rhus=,hcOE2sGSN6uE9io+AM1xTVP0uAjlcjKAnuJTYZ8Rhus=,,,,0,2,2020-01-16,en,January 2020
531,ie1IkKXMsv4fEjwC3bJU24BaM3vRFvlc0cstapeBXk=,ie1IkKXMsv4fEjwC3bJU24BaM3vRFvlc0cstapeBXk=,ie1IkKXMsv4fEjwC3bJU24BaM3vRFvlc0cstapeBXk=,,,,0,0,2019-12-08,en,December 2019
532,37YgCF0indLdtml8f+qKMBy0LH2lIybNbkdKQ98ls=,37YgCF0indLdtml8f+qKMBy0LH2lIybNbkdKQ98ls=,37YgCF0indLdtml8f+qKMBy0LH2lIybNbkdKQ98ls=,"อ.เมืองนครราชสีมา, จ.นครราชสีม",ต้อมครับ,,0,19,2018-09-24,th,September 2018
533,yFEoGCfKIw39+wTW5bfwE9r3wVFUZEXLidREaEcGVs=,yFEoGCfKIw39+wTW5bfwE9r3wVFUZEXLidREaEcGVs=,yFEoGCfKIw39+wTW5bfwE9r3wVFUZEXLidREaEcGVs=,,,,0,65,2019-12-07,en,December 2019
534,qojal5gWJ65fw24WKk1gXhY3um4uWF8sNyDCMREwJn8=,qojal5gWJ65fw24WKk1gXhY3um4uWF8sNyDCMREwJn8=,qojal5gWJ65fw24WKk1gXhY3um4uWF8sNyDCMREwJn8=,,,,0,7,2019-12-15,th,December 2019
535,kbbg630BjClgskPpf97fVUcwk3dTbfGWGn69ix5I=,kbbg630BjClgskPpf97fVUcwk3dTbfGWGn69ix5I=,kbbg630BjClgskPpf97fVUcwk3dTbfGWGn69ix5I=,,ชื่อ สุ ค่ะ,,3,20,2019-12-06,en,December 2019
536,exTinhzKxy0D+YYXvi8WGYOOmFqp61H2RZEGrCHJhVY=,exTinhzKxy0D+YYXvi8WGYOOmFqp61H2RZEGrCHJhVY=,exTinhzKxy0D+YYXvi8WGYOOmFqp61H2RZEGrCHJhVY=,,,,0,1,2020-01-09,en,January 2020
537,xr2DLHoLDbvkzYfShJUlt2dgzITkcvioHz6eZtLK71I=,xr2DLHoLDbvkzYfShJUlt2dgzITkcvioHz6eZtLK71I=,xr2DLHoLDbvkzYfShJUlt2dgzITkcvioHz6eZtLK71I=,,,,0,49,2020-01-02,th,January 2020
538,AQjMEns9PL+qNLi+kFP3D4lI1kLgTPGrjf+vpwkwc2g=,AQjMEns9PL+qNLi+kFP3D4lI1kLgTPGrjf+vpwkwc2g=,AQjMEns9PL+qNLi+kFP3D4lI1kLgTPGrjf+vpwkwc2g=,,,,0,38,2019-12-09,en,December 2019
539,PHom7Qi3cvj9Xh6Wxy0k7sHinxF7ysLN62rA8qJ80=,PHom7Qi3cvj9Xh6Wxy0k7sHinxF7ysLN62rA8qJ80=,PHom7Qi3cvj9Xh6Wxy0k7sHinxF7ysLN62rA8qJ80=,,,,2,18,2020-01-14,en,January 2020
540,zWXEXafRx2edxmywiQFD38NKzFMaTzGzjQO1IgMisgs=,zWXEXafRx2edxmywiQFD38NKzFMaTzGzjQO1IgMisgs=,zWXEXafRx2edxmywiQFD38NKzFMaTzGzjQO1IgMisgs=,,เป็นคนดีค่ะ,,0,4,2019-12-06,en,December 2019
541,9hphlEExrjhyvvUxiUc4XrTqKE+RqydzbKxTgmjMVoo=,9hphlEExrjhyvvUxiUc4XrTqKE+RqydzbKxTgmjMVoo=,9hphlEExrjhyvvUxiUc4XrTqKE+RqydzbKxTgmjMVoo=,samutprakan,i love keawnam,,0,14,2019-12-07,en,December 2019
542,AeJYDs34N71xODWrpLzVlK5VKNnWarGjE0cCSuPuk=,AeJYDs34N71xODWrpLzVlK5VKNnWarGjE0cCSuPuk=,AeJYDs34N71xODWrpLzVlK5VKNnWarGjE0cCSuPuk=,,,,0,2,2020-01-09,en,January 2020
543,woNFfai7iEg4+CjuC4uH+NRT3vkREc+A1fWArZQLuvY=,woNFfai7iEg4+CjuC4uH+NRT3vkREc+A1fWArZQLuvY=,woNFfai7iEg4+CjuC4uH+NRT3vkREc+A1fWArZQLuvY=,,,,0,4,2020-01-13,en,January 2020
544,HXnqv3eWOrFfl8zVj42cbM88lrtWLTbydTgMjBAzxFI=,HXnqv3eWOrFfl8zVj42cbM88lrtWLTbydTgMjBAzxFI=,HXnqv3eWOrFfl8zVj42cbM88lrtWLTbydTgMjBAzxFI=,,,,1,71,2020-01-24,en,January 2020
545,mfrxkUHUu+ixs8HRBh3ogZ+8PDP9c7LbpBywmCVv64k=,mfrxkUHUu+ixs8HRBh3ogZ+8PDP9c7LbpBywmCVv64k=,mfrxkUHUu+ixs8HRBh3ogZ+8PDP9c7LbpBywmCVv64k=,,นอนมากๆประโยชน์เหลือเฟือ,,0,5,2020-01-09,en,January 2020
546,7HYxbIOELxCcYuQ1gjc1ph0qj91qB1GjhvRHogNbN4=,7HYxbIOELxCcYuQ1gjc1ph0qj91qB1GjhvRHogNbN4=,7HYxbIOELxCcYuQ1gjc1ph0qj91qB1GjhvRHogNbN4=,,,,0,23,2020-02-19,th,February 2020
547,RqP1RE8M3uTSsBaFSje1PjybcI9fwGKTmGibyMqlhy8=,RqP1RE8M3uTSsBaFSje1PjybcI9fwGKTmGibyMqlhy8=,RqP1RE8M3uTSsBaFSje1PjybcI9fwGKTmGibyMqlhy8=,,,,0,0,2018-09-25,en,September 2018
548,BgDWBBINfxCnBzm3ILV3PiVOeW4yYAPG9OkerDi+no=,BgDWBBINfxCnBzm3ILV3PiVOeW4yYAPG9OkerDi+no=,BgDWBBINfxCnBzm3ILV3PiVOeW4yYAPG9OkerDi+no=,,,,0,0,2019-12-08,en,December 2019
549,4pTmO8tkessfhDXZ3HEquzfFajvEA1MQ9ZpzRexRXA=,4pTmO8tkessfhDXZ3HEquzfFajvEA1MQ9ZpzRexRXA=,4pTmO8tkessfhDXZ3HEquzfFajvEA1MQ9ZpzRexRXA=,,,,0,2,2020-01-08,th,January 2020
550,lxtlsh+HQlVAQMVb9Q0Ku6u1lDiceXHP3zRbXVwsIk=,lxtlsh+HQlVAQMVb9Q0Ku6u1lDiceXHP3zRbXVwsIk=,lxtlsh+HQlVAQMVb9Q0Ku6u1lDiceXHP3zRbXVwsIk=,,,,0,1,2020-01-09,en,January 2020
551,chVcQlRxVXoW3+vXA+2BhybCgXGcWmu8+zxQwevw2s=,chVcQlRxVXoW3+vXA+2BhybCgXGcWmu8+zxQwevw2s=,chVcQlRxVXoW3+vXA+2BhybCgXGcWmu8+zxQwevw2s=,,,,2,7,2020-01-10,th,January 2020
552,wAzQH8wcvJSYhLwtE+uqzE04eFAQZNKjTWCKz40rQ=,wAzQH8wcvJSYhLwtE+uqzE04eFAQZNKjTWCKz40rQ=,wAzQH8wcvJSYhLwtE+uqzE04eFAQZNKjTWCKz40rQ=,,,,0,0,2020-01-15,th,January 2020
